Title,Summary,Categories,References,Links,Last_Edited,Word_Count,Image_Count,Section_Count,External_Links,First_Edit_Year
Public awareness of science,,Science education;Science in society;Public sphere,30,389,17-Oct-24,1283,7,17,97,2024
Public science,"Public science is a term for research that is conducted amongst, or includes, the public. Two traditions of public science have emerged, one based on participatory action research and another based on science outreach.",Science in society;Public sphere,13,106,4-Feb-25,580,2,4,21,2025
QMC@Home,QMC@Home was a volunteer computing project for the BOINC client aimed at further developing and testing Quantum Monte Carlo (QMC) for use in quantum chemistry.[1] It is hosted by the University of Münster with participation by the Cavendish Laboratory. QMC@Home allows volunteers from around the world to donate idle computer cycles to help calculate molecular geometry using Diffusion Monte Carlo.,Berkeley Open Infrastructure for Network Computing projects;Science in society;Free science software;Volunteer computing projects;Quantum chemistry;University of Münster;Quantum chemistry stubs,2,161,12-Jan-23,270,3,4,6,2023
Quake-Catcher Network,"The Quake-Catcher Network was an initiative run by the University of Southern California that aimed to use computer-based accelerometers to detect earthquakes.[1] It used the BOINC volunteer computing platform (a form of distributed computing, similar to SETI@home).",Berkeley Open Infrastructure for Network Computing projects;Science in society;Free science software;Volunteer computing projects;Geophysics stubs;Seismology stubs;California university stubs,8,165,21-Aug-23,186,4,2,15,2023
Rosetta@home,,Berkeley Open Infrastructure for Network Computing projects;Science in society;Free science software;Volunteer computing projects;Bioinformatics software;Protein structure;Molecular modelling;Proprietary cross-platform software,124,1143,12-Nov-24,4498,7,25,332,2024
Science by press conference,"Science by press conference or science by press release is the practice by which scientists put an unusual focus on publicizing results of research in the news media via press conferences or press releases.[1] The term is usually used disparagingly,[2] to suggest that the seekers of publicity are promoting claims of questionable scientific merit, using the media for attention as they are unlikely to win the approval of the scientific community.",Science in society;Science writing;Medical journalism;Scientific controversies;Cold fusion,18,182,2-Jun-24,1048,0,6,28,2024
Science in Action (radio programme),,BBC World Service programmes;Science podcasts;Science in society;1979 radio programme debuts;Science radio programs;Science education in the United Kingdom;BBC Radio stubs,2,113,17-May-24,146,3,3,9,2024
Science in newly industrialized countries,"Scientific research is concentrated in the developed world,[1] with only a marginal contribution from the rest of the world. Many newly industrialized countries have been trying to establish scientific institutions, but with limited success. There is an insufficient dedicated, inspired and motivated labor pool for science and insufficient investment in science education.[2][3][4]",Science in society;Science and culture,20,190,4-Aug-24,2074,0,8,41,2024
Science Media Centre,,Science in society;Science and technology in the United Kingdom;Organizations established in 2000;Scientific organisations based in the United Kingdom;2000 establishments in the United Kingdom;Scientific organizations established in 2002,14,211,18-Mar-25,660,2,8,37,2025
Science Media Centre of Canada,"The Science Media Centre of Canada (SMCC) is a non-profit organization that was formally opened on September 27, 2010. It has virtual offices.",Science in society;Organizations established in 2010;Scientific organizations based in Canada;Organizations based in Ottawa;Scientific organizations established in 2010;2010 establishments in Canada,0,16,3-Jun-23,135,1,3,2,2023
The Science Network,"The Science Network (TSN) is a non-profit virtual forum dedicated to science and its impact on society. It was initially conceived in 2003 by Roger Bingham and Terry Sejnowski as a cable science TV network modeled on C-SPAN.[1][2] TSN later became a global digital platform hosting videos of lectures from scientific meetings and long form one-on-one conversations with prominent scientists and communicators of science, including Neil deGrasse Tyson, V.S. Ramachandran, Helen S. Mayberg, and Barbara Landau. TSN has also sponsored and co-sponsored scientific forums, such as Stem cells: science, ethics and politics at the crossroads, held at the Salk Institute in 2004 [3][4] and the Beyond Belief conference series.[5]",Science in society,11,115,16-Feb-25,392,2,6,15,2025
Science on Tap,"Science on Tap is the social-cultural initiative of Yivsam Azgad, head of the Media Department and art curator of the Weizmann Institute of Science in Rehovot, Israel. 
The project began in 2010, under the title Beer, Science, and Fun, as a gesture to the city of Rehovot on its 120th anniversary.[1][2] In this framework, some 35 scientists and graduate students went to bars and pubs in Rehovot to talk with the patrons about open questions in science and the newest advances on the forefront of global science. On the same night, research students went to the city center and led a “science comics” session for children in which they created their own science comics, inspired by the Nano Comics series[3] put out by the Weizmann Institute of Science and edited by Yivsam Azgad. 
This initiative was highly successful and was covered by the media in Israel and the world. The scientists, artists, and politicians posed a challenge to the organizers: To reproduce this success in Tel Aviv. 
In response to the challenge, Azgad decided, with the support of the Weizmann Institute of Science president, Prof. Daniel Zajfman, to organize the event in Tel Aviv under a new name: Science on Tap. This event, preceded by a creative ad campaign, included the participation of 70 scientists from the Weizmann Institute of Science speaking in different bars, all at the same time, with free entrance for all. The wild success of this venture led to a significant change in the entertainment culture in Tel Aviv in particular and in Israel in general. Dozens of similar projects, all with the “on Tap” format, (Doctors on Tap, Law on Tap, Knesset Members on Tap, Stock Market on Tap, etc.) were introduced. Similar events have also been put on in London, Boston, Panama City and other places around the world. 
Science on Tap is an annual event in Tel Aviv[4] and is conducted jointly by the Weizmann Institute of Science, Time Out Tel Aviv magazine,[5][6] and often the Tel Aviv municipality. It remains the largest event of its kind.[7][8]",Science festivals;Science education;Science in society;Public sphere;Popular science,8,69,22-Sep-24,344,2,1,8,2024
